source_case,similar_case,similarity_score,method,citation_link,source_case_topic
61987CJ0187,61990CJ0033,0.34563022907146995,tfidf,False,public health
61987CJ0187,61991CJ0146,0.33565257094489254,tfidf,False,public health
61987CJ0187,62002CJ0053,0.32837285534015365,tfidf,False,public health
61987CJ0187,61999CJ0029,0.32458501176486015,tfidf,True,public health
61987CJ0187,61997CJ0387,0.3224876746502227,tfidf,False,public health
61987CJ0187,61992CJ0422,0.3213699115486596,tfidf,False,public health
61987CJ0187,61988CJ0062,0.3185892715541395,tfidf,False,public health
61987CJ0187,61999CJ0324,0.31799985175459744,tfidf,False,public health
61987CJ0187,62003CJ0177,0.3101819442336345,tfidf,False,public health
61987CJ0187,61991CJ0045,0.3093805360069266,tfidf,False,public health
61987CJ0187,61990CJ0002,0.3041062004144848,tfidf,False,public health
61987CJ0187,61985CJ0372,0.3032793762031348,tfidf,False,public health
61987CJ0187,61982CJ0172,0.3032615162736099,tfidf,False,public health
61987CJ0187,62001CJ0116,0.3027954955251169,tfidf,False,public health
62007CJ0270,61997CJ0374,0.6942623110607007,tfidf,True,public health
62007CJ0270,62007CJ0309,0.6565541683781065,tfidf,True,public health
62007CJ0270,62000CJ0284,0.6076337879441261,tfidf,True,public health
62007CJ0270,61991CJ0156,0.5913176930502587,tfidf,False,public health
62007CJ0270,62005CJ0216,0.5085975942403327,tfidf,False,public health
62007CJ0270,62001CJ0423,0.4904778873193225,tfidf,False,public health
62007CJ0270,61998CJ0214,0.48254023088300785,tfidf,False,public health
62007CJ0270,62009CJ0523,0.46578254411390274,tfidf,True,public health
62007CJ0270,61987CJ0018,0.4617028818911112,tfidf,False,public health
62007CJ0270,62002CJ0002,0.42329767477278696,tfidf,False,public health
62007CJ0270,62015CJ0112,0.4186352128159624,tfidf,True,public health
62007CJ0270,62010CJ0284,0.4140116262946929,tfidf,False,public health
62007CJ0270,61989CJ0111,0.4113205123138255,tfidf,False,public health
62007CJ0270,62006CJ0181,0.39464790458263305,tfidf,False,public health
62007CJ0270,61994CJ0086,0.39025625783333423,tfidf,False,public health
62007CJ0270,62012CJ0427,0.38187543062185075,tfidf,False,public health
62007CJ0270,61999CJ0221,0.37984933011380795,tfidf,False,public health
62007CJ0270,61980CJ0032,0.37801986284245226,tfidf,False,public health
62007CJ0270,62004CJ0392,0.37598060802015476,tfidf,False,public health
62007CJ0270,61976CJ0046,0.37151641254019085,tfidf,False,public health
62005CJ0174,62005CJ0138,0.5703093873911588,tfidf,True,public health
62005CJ0174,62004CJ0316,0.5507117560661865,tfidf,False,public health
62005CJ0174,61998CJ0306,0.49588038977339777,tfidf,False,public health
62005CJ0174,62009CJ0229,0.4900824148245612,tfidf,False,public health
62005CJ0174,62013CJ0108,0.47530463221227515,tfidf,False,public health
62005CJ0174,62006CJ0201,0.4669767940326329,tfidf,False,public health
62005CJ0174,61996CJ0100,0.4584795201144131,tfidf,False,public health
62005CJ0174,62006CJ0361,0.44046818626713896,tfidf,False,public health
62005CJ0174,61996CJ0400,0.4353291848507867,tfidf,False,public health
62005CJ0174,62006CJ0260,0.43525720924636463,tfidf,False,public health
62005CJ0174,62016CJ0293,0.42910329548687515,tfidf,False,public health
62005CJ0174,62012CJ0210,0.4249688274654099,tfidf,False,public health
62005CJ0174,62016CJ0325,0.4147854498104312,tfidf,False,public health
62005CJ0174,62013CJ0011,0.40615644569716086,tfidf,False,public health
62005CJ0174,62009CJ0363,0.36578245297254447,tfidf,False,public health
62005CJ0174,62009CJ0266,0.36301465038539765,tfidf,False,public health
62005CJ0174,61988CJ0125,0.35709825679660656,tfidf,False,public health
62005CJ0174,61996CJ0137,0.3501139166507778,tfidf,False,public health
62005CJ0174,61999CJ0258,0.32509306420974643,tfidf,False,public health
62005CJ0174,61994CJ0303,0.30046756092869836,tfidf,False,public health
62016CJ0078,61992CJ0249,0.42557246241949465,tfidf,False,public health
62016CJ0078,61998CJ0219,0.3467978284660293,tfidf,False,public health
62016CJ0078,61983CJ0037,0.3078715021114376,tfidf,False,public health
62016CJ0078,62002CJ0140,0.29798557610108667,tfidf,True,public health
62016CJ0078,62013CJ0011,0.2893522475851423,tfidf,False,public health
62016CJ0078,61996CJ0400,0.27967831682883304,tfidf,False,public health
62016CJ0078,61988CJ0125,0.27800531731314104,tfidf,False,public health
62016CJ0078,62009CJ0209,0.2737029500532024,tfidf,False,public health
62016CJ0078,61996CJ0100,0.2683687530043371,tfidf,False,public health
62016CJ0078,62009CJ0229,0.2591239299977504,tfidf,False,public health
62016CJ0078,62005CJ0138,0.257035294990838,tfidf,False,public health
62016CJ0078,62007CJ0251,0.254288774894312,tfidf,False,public health
62016CJ0078,62007CJ0317,0.25181207909635067,tfidf,False,public health
62016CJ0078,61989CJ0128,0.24969958314205407,tfidf,False,public health
62016CJ0078,62008CJ0346,0.24777457667357156,tfidf,False,public health
62016CJ0078,62006CJ0201,0.23685352889006908,tfidf,False,public health
62016CJ0078,62006CJ0260,0.23354516891031168,tfidf,False,public health
62016CJ0078,61998CJ0014,0.23155859093465414,tfidf,False,public health
62016CJ0078,62014CJ0242,0.23013759418025437,tfidf,False,public health
62016CJ0078,61975CJ0004,0.22966583322850298,tfidf,False,public health
61973CJ0039,61972CJ0029,0.5464142871314079,tfidf,False,public health
61973CJ0039,61968CJ0024,0.3803757119963461,tfidf,False,public health
61973CJ0039,61969CJ0002,0.37264029153920564,tfidf,False,public health
61973CJ0039,61978CJ0132,0.367621328898317,tfidf,False,public health
61973CJ0039,61975CJ0021,0.36364973200662326,tfidf,False,public health
61973CJ0039,61982CJ0155,0.34002863291756,tfidf,False,public health
61973CJ0039,61972CJ0077,0.33657377255867477,tfidf,False,public health
61973CJ0039,61974CJ0063,0.334381954631272,tfidf,False,public health
61973CJ0039,61975CJ0087,0.32683917527777706,tfidf,False,public health
61973CJ0039,61982CJ0314,0.3108876281066673,tfidf,True,public health
61973CJ0039,61965CJ0052,0.30678496022560137,tfidf,False,public health
61973CJ0039,61996CJ0028,0.30191339369393655,tfidf,False,public health
61973CJ0039,61979CJ0061,0.2988201653177767,tfidf,False,public health
61973CJ0039,61974CJ0094,0.29373456838786555,tfidf,False,public health
61973CJ0039,61990CJ0078,0.28559804839209657,tfidf,False,public health
61973CJ0039,61982CJ0132,0.28314418932169216,tfidf,False,public health
61973CJ0039,61995CJ0347,0.2820905087447843,tfidf,False,public health
61973CJ0039,61991CJ0149,0.2820152928571406,tfidf,False,public health
61973CJ0039,61993CJ0485,0.2807885227255925,tfidf,False,public health
61973CJ0039,61991CJ0266,0.2793715260371705,tfidf,False,public health
62005CJ0326,62003CO0365,0.8134044938528028,tfidf,False,public health
62005CJ0326,62016CJ0325,0.48482461494257706,tfidf,False,public health
62005CJ0326,62006CJ0361,0.3357718666047916,tfidf,False,public health
62005CJ0326,62016CJ0293,0.31443514318462135,tfidf,False,public health
62005CJ0326,62016CJ0244,0.29873769312573323,tfidf,True,public health
62005CJ0326,62009CO0069,0.2735627093974354,tfidf,False,public health
62005CJ0326,62005CJ0138,0.2353335336076102,tfidf,False,public health
62005CJ0326,62011CO0584,0.23515269602039401,tfidf,False,public health
62005CJ0326,61998CJ0306,0.23352528805997538,tfidf,False,public health
62005CJ0326,62009CJ0229,0.22850775008243884,tfidf,False,public health
62005CJ0326,62004CJ0316,0.22823616984390757,tfidf,False,public health
62005CJ0326,62007CO0277,0.2174512805841999,tfidf,False,public health
62005CJ0326,62007CO0236,0.20236690590205658,tfidf,False,public health
62005CJ0326,62012CJ0210,0.19649975568193306,tfidf,False,public health
62005CJ0326,61996CJ0137,0.1925854817735021,tfidf,False,public health
62005CJ0326,62009CJ0077,0.19195465531841144,tfidf,True,public health
62005CJ0326,62005CJ0174,0.1858608521043365,tfidf,False,public health
62005CJ0326,62008CO0517,0.1834957676373736,tfidf,True,public health
62005CJ0326,62001CJ0296,0.1827204022908535,tfidf,False,public health
62005CJ0326,62013CJ0108,0.17437827744635714,tfidf,False,public health
62013CJ0528,62009CJ0421,0.7749912837295179,tfidf,True,public health
62013CJ0528,62012CJ0512,0.5487573552513771,tfidf,False,public health
62013CJ0528,62007CJ0060,0.5301435094773406,tfidf,False,public health
62013CJ0528,62015CJ0296,0.5197252275140766,tfidf,False,public health
62013CJ0528,62015CJ0412,0.35408767949991515,tfidf,False,public health
62013CJ0528,62009CJ0086,0.3537758656482701,tfidf,False,public health
62013CJ0528,62011CJ0291,0.2770369490741655,tfidf,False,public health
62013CJ0528,61991CJ0191,0.2102336996652652,tfidf,False,public health
62013CJ0528,62009CJ0008,0.20381292057629916,tfidf,False,public health
62013CJ0528,62009CJ0237,0.2018662959985853,tfidf,False,public health
62013CJ0528,62016CJ0473,0.19669198312920663,tfidf,False,public health
62013CJ0528,62009CJ0009,0.19575397993223162,tfidf,False,public health
62013CJ0528,62009CJ0012,0.19460739179527517,tfidf,False,public health
62013CJ0528,62001CO0181,0.17203069349379965,tfidf,False,public health
62013CJ0528,62013CJ0148,0.1661291736804052,tfidf,False,public health
62013CJ0528,61993CJ0356,0.15505304022893387,tfidf,False,public health
62013CJ0528,61992CJ0404,0.14920069792451368,tfidf,False,public health
62013CJ0528,62013CJ0480,0.14889882914975594,tfidf,False,public health
62013CJ0528,62008CJ0262,0.14450253394911924,tfidf,False,public health
62013CJ0528,61987CJ0131,0.13086345151981424,tfidf,False,public health
62006CO0459,61998CO0363,0.44464616113793937,tfidf,False,public health
62006CO0459,61998CO0364,0.43652851884068283,tfidf,True,public health
62006CO0459,61998CO0159,0.4255605955902361,tfidf,False,public health
62006CO0459,61999CO0329,0.4189389125970924,tfidf,False,public health
62006CO0459,61998CO0043,0.40802030180549026,tfidf,True,public health
62006CO0459,61997CO0248,0.4005304550038985,tfidf,False,public health
62006CO0459,62011CO0656,0.397764793675457,tfidf,False,public health
62006CO0459,62009CO0113,0.39139700197172345,tfidf,True,public health
62006CO0459,61997CO0089,0.38256450420413685,tfidf,False,public health
62006CO0459,62010CO0446,0.38038479992502505,tfidf,False,public health
62006CO0459,61997CO0110,0.375755166381217,tfidf,False,public health
62006CO0459,62012CO0168,0.36223002776739677,tfidf,False,public health
62006CO0459,62010CO0404,0.34799920302804865,tfidf,False,public health
62006CO0459,62001CO0480,0.3273709245749188,tfidf,False,public health
62006CO0459,61999CO0107,0.3248374015748539,tfidf,False,public health
62006CO0459,61996CO0393,0.32106004673851013,tfidf,False,public health
62006CO0459,61999CO0065,0.3206611711371015,tfidf,False,public health
62006CO0459,61999CO0364,0.31239338539540806,tfidf,False,public health
62006CO0459,61999CO0335,0.31129445000894795,tfidf,False,public health
62006CO0459,62002CO0399,0.3096375594597525,tfidf,False,public health
62015CJ0112,62009CJ0523,0.5128964833728809,tfidf,False,public health
62015CJ0112,62016CJ0519,0.45661322693507206,tfidf,False,public health
62015CJ0112,62013CJ0402,0.4443898641093095,tfidf,False,public health
62015CJ0112,62007CJ0270,0.4186352128159624,tfidf,True,public health
62015CJ0112,62007CJ0331,0.3764646595499346,tfidf,False,public health
62015CJ0112,61997CJ0374,0.3616773924772604,tfidf,False,public health
62015CJ0112,62007CJ0309,0.35003327817326724,tfidf,False,public health
62015CJ0112,62001CJ0423,0.3438334599272959,tfidf,False,public health
62015CJ0112,61995CJ0027,0.31946299816878165,tfidf,False,public health
62015CJ0112,62000CJ0284,0.2862957128663585,tfidf,False,public health
62015CJ0112,62011CJ0636,0.28291950610465133,tfidf,False,public health
62015CJ0112,61994CJ0086,0.28110566837331413,tfidf,False,public health
62015CJ0112,61987CJ0018,0.2762933307778049,tfidf,False,public health
62015CJ0112,62002CJ0002,0.27414305893334084,tfidf,False,public health
62015CJ0112,61998CJ0214,0.26861873731518243,tfidf,False,public health
62015CJ0112,61991CJ0156,0.25743199824195273,tfidf,False,public health
62015CJ0112,61983CJ0001,0.2524085397416174,tfidf,False,public health
62015CJ0112,61976CJ0046,0.2520408108114106,tfidf,False,public health
62015CJ0112,61976CJ0048,0.24681229224376441,tfidf,False,public health
62015CJ0112,61989CJ0111,0.244786448973669,tfidf,False,public health
62016CJ0519,62011CJ0636,0.49008022920391187,tfidf,False,public health
62016CJ0519,62009CJ0523,0.46633188699905526,tfidf,False,public health
62016CJ0519,62015CJ0112,0.45661322693507206,tfidf,False,public health
62016CJ0519,62007CJ0331,0.43983454852106807,tfidf,False,public health
62016CJ0519,62015CJ0282,0.3904255313159648,tfidf,False,public health
62016CJ0519,62003CJ0211,0.3553695293747339,tfidf,False,public health
62016CJ0519,62007CJ0383,0.3523820374266213,tfidf,False,public health
62016CJ0519,62009CJ0327,0.34584957868091565,tfidf,False,public health
62016CJ0519,62001CJ0236,0.345381358071405,tfidf,False,public health
62016CJ0519,62013CJ0443,0.340175959520728,tfidf,False,public health
62016CJ0519,62014CJ0448,0.3274282156595968,tfidf,False,public health
62016CJ0519,62004CJ0154,0.3029892455505525,tfidf,False,public health
62016CJ0519,61983CJ0109,0.29433753810472824,tfidf,False,public health
62016CJ0519,62012CJ0299,0.2853837176692863,tfidf,False,public health
62016CJ0519,62016CJ0111,0.2820323228734848,tfidf,False,public health
62016CJ0519,62007CJ0270,0.26902216518994765,tfidf,False,public health
62016CJ0519,62005CJ0195,0.2564592563495787,tfidf,False,public health
62016CJ0519,62010CJ0382,0.25261299174205815,tfidf,False,public health
62016CJ0519,62015CJ0019,0.24525443164964528,tfidf,False,public health
62016CJ0519,62008CJ0446,0.2317866915060967,tfidf,False,public health
62015CJ0019,62012CJ0609,0.7212943343690882,tfidf,False,public health
62015CJ0019,62010CJ0544,0.6544932727701859,tfidf,False,public health
62015CJ0019,62012CJ0299,0.6307858294033478,tfidf,False,public health
62015CJ0019,62015CJ0177,0.5862154915360798,tfidf,False,public health
62015CJ0019,62013CJ0137,0.4666806720890145,tfidf,False,public health
62015CJ0019,62015CJ0282,0.4035814289572266,tfidf,False,public health
62015CJ0019,62004CJ0154,0.3808722385504724,tfidf,False,public health
62015CJ0019,62011CJ0636,0.37279585278454175,tfidf,False,public health
62015CJ0019,62001CJ0192,0.36118466197839977,tfidf,False,public health
62015CJ0019,62015CJ0596,0.36063520419964684,tfidf,True,public health
62015CJ0019,62003CJ0211,0.35903567002814885,tfidf,False,public health
62015CJ0019,62001CJ0236,0.33390414183314976,tfidf,False,public health
62015CJ0019,62008CJ0446,0.33185546952789935,tfidf,False,public health
62015CJ0019,61982CJ0174,0.3290250650334481,tfidf,False,public health
62015CJ0019,61997CJ0107,0.3239870749950802,tfidf,False,public health
62015CJ0019,62015CJ0672,0.31589370716672144,tfidf,False,public health
62015CJ0019,62015CO0637,0.30874347195191104,tfidf,False,public health
62015CJ0019,62001CJ0095,0.3065569819454828,tfidf,False,public health
62015CJ0019,62002CJ0040,0.30217346555138647,tfidf,False,public health
62015CJ0019,62000CJ0024,0.2960016242763271,tfidf,False,public health
62005CO0326(01),62010CO0451(01),0.46861043561067217,tfidf,False,public health
62005CO0326(01),62007CO0204,0.4550464771638459,tfidf,False,public health
62005CO0326(01),62006CO0323,0.38736060560507724,tfidf,False,public health
62005CO0326(01),62006CO0323(01),0.38736060560507724,tfidf,False,public health
62005CO0326(01),62004CO0105,0.36632110862223954,tfidf,True,public health
62005CO0326(01),62003CO0039(02),0.3448803846478822,tfidf,False,public health
62005CO0326(01),62010CO0005(02),0.3179421706099662,tfidf,False,public health
62005CO0326(01),62006CO0122(01),0.29638415697487874,tfidf,False,public health
62005CO0326(01),62005CO0104(01),0.2570544341148435,tfidf,False,public health
62005CO0326(01),62009CO0521,0.25620044057316804,tfidf,False,public health
62005CO0326(01),62011CO0540,0.2384223429912645,tfidf,False,public health
62005CO0326(01),62008CO0300(01),0.23705443023224282,tfidf,False,public health
62005CO0326(01),62002CO0186(01),0.21534898743347852,tfidf,False,public health
62005CO0326(01),61967CJ0031,0.21158710089550176,tfidf,False,public health
62005CO0326(01),61989CO0104,0.20636175514146315,tfidf,False,public health
62005CO0326(01),61999CO0077,0.20296271499113538,tfidf,False,public health
62005CO0326(01),61990CO0294,0.1969544438636454,tfidf,False,public health
62005CO0326(01),62009CO0448(01),0.19042838075488905,tfidf,False,public health
62005CO0326(01),61964CJ0045(01),0.18471665166573575,tfidf,False,public health
62005CO0326(01),61992CO0222(01),0.18402053888012812,tfidf,False,public health
62003CJ0177,62004CJ0065,0.47389247331707374,tfidf,False,public health
62003CJ0177,62001CJ0429,0.4330076247656162,tfidf,False,public health
62003CJ0177,62008CJ0115,0.4093483742394249,tfidf,False,public health
62003CJ0177,62003CJ0061,0.3924069011841521,tfidf,False,public health
62003CJ0177,62001CJ0483,0.36175238372556856,tfidf,False,public health
62003CJ0177,62001CJ0484,0.3551727199477204,tfidf,False,public health
62003CJ0177,62001CJ0348,0.35254121783657444,tfidf,False,public health
62003CJ0177,62002CJ0161,0.3504678937807164,tfidf,False,public health
62003CJ0177,62003CJ0066,0.34866194940071127,tfidf,False,public health
62003CJ0177,61996CJ0021,0.3463158612686518,tfidf,False,public health
62003CJ0177,62002CJ0218,0.3322501107792808,tfidf,False,public health
62003CJ0177,62001CJ0296,0.33154541469201876,tfidf,True,public health
62003CJ0177,62001CJ0286,0.3299454174683846,tfidf,False,public health
62003CJ0177,62001CJ0259,0.3292358147978754,tfidf,False,public health
62003CJ0177,62000CJ0097,0.3283598110765731,tfidf,False,public health
62003CJ0177,61999CJ0029,0.32614021195516263,tfidf,False,public health
62003CJ0177,62001CJ0146,0.32114379630204487,tfidf,False,public health
62003CJ0177,62002CJ0114,0.32106495760919024,tfidf,False,public health
62003CJ0177,61998CJ0327,0.31834071048775875,tfidf,False,public health
62003CJ0177,61996CJ0223,0.3175359366150354,tfidf,False,public health
62015CJ0270,62014CJ0591,0.7837400506993252,tfidf,True,public health
62015CJ0270,62008CJ0562,0.5766114074616555,tfidf,False,public health
62015CJ0270,62007CJ0430,0.5285001118808866,tfidf,False,public health
62015CJ0270,62011CJ0601,0.45242100797772455,tfidf,False,public health
62015CJ0270,61996CJ0180,0.41304891657039966,tfidf,False,public health
62015CJ0270,61996CO0180,0.38494120679978877,tfidf,False,public health
62015CJ0270,62004CJ0504,0.3533973538370201,tfidf,False,public health
62015CJ0270,62000CJ0409,0.3505340115945116,tfidf,False,public health
62015CJ0270,61983CJ0039,0.34911254307281353,tfidf,False,public health
62015CJ0270,62013CJ0672,0.342880178788458,tfidf,False,public health
62015CJ0270,61996CJ0157,0.34192062938338036,tfidf,False,public health
62015CJ0270,61969CJ0047,0.335657877760425,tfidf,False,public health
62015CJ0270,61997CJ0372,0.3271711544243473,tfidf,False,public health
62015CJ0270,62014CO0431,0.32684679260931015,tfidf,False,public health
62015CJ0270,62000CJ0298,0.32664144688822394,tfidf,False,public health
62015CJ0270,62003CJ0399,0.3259982128820384,tfidf,False,public health
62015CJ0270,62000CJ0113,0.3225614535595903,tfidf,False,public health
62015CJ0270,61999CJ0365,0.3183223342073913,tfidf,False,public health
62015CJ0270,62000CJ0114,0.3158418176913299,tfidf,False,public health
62015CJ0270,61998CJ0351,0.3147943257018683,tfidf,False,public health
62015CO0604,62016CO0232,0.8928811245402193,tfidf,False,public health
62015CO0604,62015CJ0090,0.8915671994324211,tfidf,False,public health
62015CO0604,62012CO0615,0.8880190443969727,tfidf,False,public health
62015CO0604,62018CO0525,0.8853357633174755,tfidf,False,public health
62015CO0604,62011CJ0452,0.8850425333825294,tfidf,False,public health
62015CO0604,62017CJ0006,0.8849281171218838,tfidf,False,public health
62015CO0604,62013CJ0271,0.88465801027036,tfidf,False,public health
62015CO0604,62016CO0410,0.8837537393424186,tfidf,False,public health
62015CO0604,62016CO0411,0.8830512246195515,tfidf,False,public health
62015CO0604,62017CJ0007,0.8821968046632926,tfidf,False,public health
62015CO0604,62013CO0624,0.8818447181939312,tfidf,False,public health
62015CO0604,62015CO0510,0.8814511009425959,tfidf,False,public health
62015CO0604,62011CJ0445,0.8777168058280521,tfidf,False,public health
62015CO0604,62017CJ0428,0.8762973938771794,tfidf,False,public health
62015CO0604,62017CJ0091,0.8756476610054608,tfidf,False,public health
62015CO0604,62012CO0397,0.8739878644980428,tfidf,False,public health
62015CO0604,62016CJ0454,0.8734052506413504,tfidf,False,public health
62015CO0604,62015CO0426,0.8733861923451597,tfidf,False,public health
62015CO0604,62014CJ0007,0.8730117596225503,tfidf,False,public health
62015CO0604,62012CO0021,0.8686672401524592,tfidf,False,public health
